"sample_id","longitude","latitude","class_code","class_name","verified","region_key","extension_stratum","final_review_decision","user_confirmation_status","user_confirmation_timestamp_utc","verification_source","verification_notes"
"TJ04_041","102.5479578","3.2309861","1","oil_palm","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ04_045","102.8303903","3.7000972","1","oil_palm","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ04_047","103.174978","2.1526902","1","oil_palm","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ04_050","102.2658621","2.3677551","1","oil_palm","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"BCR_001","102.4500662","3.377253","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_002","102.3485432","3.3172929","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_003","102.7558535","3.5955294","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_004","103.0015456","3.5241146","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_005","102.3451745","3.5633234","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_006","102.0914304","3.3070388","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_007","103.0104483","2.8457462","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_008","102.6512552","2.8361865","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"BCR_009","102.5821973","3.3645388","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"RS02_001","103.0308198","2.476245","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_002","102.4824385","2.7200927","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_003","102.6748824","2.7914029","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_004","102.3921745","2.6438776","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_005","102.7419077","2.4473855","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_006","102.7985832","2.7587629","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_007","102.3864458","2.6956339","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_008","102.6663074","2.4293479","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_009","102.8912319","2.5074975","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_010","103.4573142","2.0439082","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_011","103.5407538","2.3478695","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"RS02_012","102.9715378","2.4240463","2","rubber","True","study_area","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ03_001","102.4500662","3.377253","2","rubber","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ03_002","102.3309721","3.3308781","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ03_003","102.3485432","3.3172929","2","rubber","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ03_004","102.2759531","2.5675433","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ03_005","102.6192955","3.0075376","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ03_007","103.0015456","3.5241146","2","rubber","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ03_008","102.1921818","2.9402168","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ03_010","102.0914304","3.3070388","2","rubber","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
"TJ03_012","102.4580038","2.8474244","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_CODEX80_MATCH_20260603","20260603T091959Z","USER_VISUAL_REVIEW_CONFIRMED_CODEX80_OPINION","User stated their independent review of these 80 priority candidates matched the Codex opinion. Weak products are retained only as screening/provenance evidence."
"TJ03_013","102.9287351","3.4185218","2","rubber","True","johor_negeri_pahang_rubber_belt","rubber_core","ACCEPT","USER_CONFIRMED_TARGETED_CODEX_MATCH_20260603","20260603T041411Z","User confirmed that their targeted-candidate review matched the Codex comparison opinion in the Codex thread on 2026-06-03.","Accepted into the targeted user-confirmed reference version after user agreement with Codex opinion."
"TJ03_014","102.6512552","2.8361865","2","rubber","True","johor_negeri_pahang_rubber_belt","","ACCEPT","USER_CONFIRMED_EXISTING_VERIFIED","20260602T000000Z","Previously user-confirmed verified reference sample","Existing verified row carried into locked final reference set."
