sample_id,longitude,latitude,class_code,class_name,verified,region_key,extension_stratum,final_review_decision,user_confirmation_status,user_confirmation_timestamp_utc,verification_source,verification_notes,second_reader_class_name,second_reader_confidence,final_resolution_status
RS01_018,103.0708762,2.253429,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_020,102.5476783,2.8034101,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_021,103.0028103,2.2601784,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_022,102.5775901,2.408082,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_023,102.5004858,2.2190227,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_024,102.9053496,1.9152465,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_025,103.5333556,1.4584071,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_026,103.0745937,1.7955253,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_027,103.5668328,1.8486261,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_028,102.703293,2.0370183,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_029,102.8062163,2.2659009,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_031,103.6731291,1.8593174,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_032,103.0504313,1.805315,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_033,103.6272637,1.7605608,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_034,102.8178758,2.7602902,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_036,103.4215367,1.7157126,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_037,102.9505928,2.705551,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_038,103.4364729,1.8658372,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_040,103.6123729,2.3149422,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_041,103.2740914,1.838259,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_042,102.9520903,2.0584523,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_044,104.1634585,1.6022438,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_045,103.7723509,2.1747769,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_046,103.362559,2.288443,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_047,103.2475371,2.2578362,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_048,102.9876129,2.2389402,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_049,103.0429585,2.4915421,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_050,102.3975387,2.23365,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_052,102.6925986,2.2722704,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_054,103.5224022,2.1473806,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_055,103.5008587,2.5872617,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_056,103.0835864,2.343374,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_057,102.8363318,1.9396572,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_058,103.0300023,2.1796751,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_060,103.5307765,2.526978,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_061,103.4565785,1.9237373,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_062,102.5492467,2.1068723,6,builtup_other,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,builtup_other,medium,ADJUDICATED_ACCEPT_SECOND_READER
RS01_064,103.97142,2.0658203,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_065,103.5062495,1.9588691,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_066,103.2493966,2.2829033,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_067,103.0224834,2.2260227,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_068,103.4507523,2.607557,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_069,103.3834342,1.838674,4,other_agri,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,other_agri,medium,ADJUDICATED_ACCEPT_SECOND_READER
RS01_070,103.0291512,1.8841722,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_072,103.4535344,1.7492371,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_073,102.863098,2.0158812,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
RS01_075,103.6762516,2.4610167,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_077,103.5022814,1.9350508,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
RS01_078,103.5731267,1.7564463,1,oil_palm,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
TJ04_033,102.1413157,3.0200762,1,oil_palm,True,johor_negeri_pahang_rubber_belt,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,medium,AGREED_ORIGINAL_AND_SECOND_READER
TJ04_041,102.5479578,3.2309861,1,oil_palm,True,johor_negeri_pahang_rubber_belt,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_KEEP_ORIGINAL,other_agri,medium,ADJUDICATED_KEEP_ORIGINAL
TJ04_045,102.8303903,3.7000972,1,oil_palm,True,johor_negeri_pahang_rubber_belt,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,AGREED_ORIGINAL_AND_SECOND_READER,oil_palm,high,AGREED_ORIGINAL_AND_SECOND_READER
TJ04_047,103.174978,2.1526902,1,oil_palm,True,johor_negeri_pahang_rubber_belt,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_KEEP_ORIGINAL,other_agri,medium,ADJUDICATED_KEEP_ORIGINAL
TJ04_050,102.2658621,2.3677551,5,forest,True,johor_negeri_pahang_rubber_belt,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,medium,ADJUDICATED_ACCEPT_SECOND_READER
BCR_001,102.4500662,3.377253,5,forest,True,johor_negeri_pahang_rubber_belt,rubber_core,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_AUTHOR_REVIEW80_MATCH_20260603,20260603T091959Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,high,ADJUDICATED_ACCEPT_SECOND_READER
BCR_003,102.7558535,3.5955294,5,forest,True,johor_negeri_pahang_rubber_belt,rubber_core,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_AUTHOR_REVIEW80_MATCH_20260603,20260603T091959Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,high,ADJUDICATED_ACCEPT_SECOND_READER
BCR_004,103.0015456,3.5241146,2,rubber,True,johor_negeri_pahang_rubber_belt,rubber_core,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_AUTHOR_REVIEW80_MATCH_20260603,20260603T091959Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_KEEP_ORIGINAL,forest,medium,ADJUDICATED_KEEP_ORIGINAL
BCR_006,102.0914304,3.3070388,5,forest,True,johor_negeri_pahang_rubber_belt,rubber_core,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_AUTHOR_REVIEW80_MATCH_20260603,20260603T091959Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,high,ADJUDICATED_ACCEPT_SECOND_READER
BCR_007,103.0104483,2.8457462,5,forest,True,johor_negeri_pahang_rubber_belt,rubber_core,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_AUTHOR_REVIEW80_MATCH_20260603,20260603T091959Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,high,ADJUDICATED_ACCEPT_SECOND_READER
BCR_009,102.5821973,3.3645388,5,forest,True,johor_negeri_pahang_rubber_belt,rubber_core,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_AUTHOR_REVIEW80_MATCH_20260603,20260603T091959Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,medium,ADJUDICATED_ACCEPT_SECOND_READER
RS02_002,102.4824385,2.7200927,5,forest,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,medium,ADJUDICATED_ACCEPT_SECOND_READER
RS02_004,102.3921745,2.6438776,5,forest,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,medium,ADJUDICATED_ACCEPT_SECOND_READER
RS02_005,102.7419077,2.4473855,5,forest,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,medium,ADJUDICATED_ACCEPT_SECOND_READER
RS02_008,102.6663074,2.4293479,5,forest,True,study_area,,SECOND_READER_ADJUDICATED_INCLUDED,USER_CONFIRMED_EXISTING_VERIFIED,20260602T000000Z,second_reader_vhr_adjudicated_INCLUDED_20260617,ADJUDICATED_ACCEPT_SECOND_READER,forest,high,ADJUDICATED_ACCEPT_SECOND_READER
